PP,WordCode,Word,Translation,Condition,PretrainingNumRep,MnemonicPP,PractCorrectRespB1,PractCorrectRespB2,PractCorrectRespB3,PracticeNumCorrResp,PractTrialB1,PractRespB1,PractFixOnsetB1,PractSentOnsB1,PractRespOnsB1,PractRespLastKeyB1,PractRespSubmB1,PractBackspaceB1,PractSentence,PractTrialB2,PractRespB2,PractFixOnsetB2,PractSentOnsB2,PractRespOnsB2,PractRespLastKeyB2,PractRespSubmB2,PractBackspaceB2,PractTrialB3,PractRespB3,PractFixOnsetB3,PractSentOnsB3,PractRespOnsB3,PractRespLastKeyB3,PractRespSubmB3,PractBackspaceB3,Test1TrialSwa2Nl,Test1RespSwa2Nl,Test1CorrectSwa2Nl,Test1LDSwa2Nl,Test1FixOnsetSwa2Nl,Test1WordOnsetSwa2Nl,Test1RespOnsetSwa2Nl,Test1LastKeySwa2Nl,Test1RespSubmSwa2Nl,Test1BackspaceSwa2Nl,Test1TrialNl2Swa,Test1RespNl2Swa,Test1CorrectNl2Swa,Test1LDNl2Swa,Test1FixOnsetNl2Swa,Test1WordOnsetNl2Swa,Test1RespOnsetNl2Swa,Test1LastKeyNl2Swa,Test1RespSubmNl2Swa,Test1BackspaceNl2Swa,Test2TrialSwa2Nl,Test2RespSwa2Nl,Test2CorrectSwa2Nl,Test2LDSwa2Nl,Test2FixOnsetSwa2Nl,Test2WordOnsetSwa2Nl,Test2RespOnsetSwa2Nl,Test2LastKeySwa2Nl,Test2RespSubmSwa2Nl,Test2BackspaceSwa2Nl,Test2TrialNl2Swa,Test2RespNl2Swa,Test2CorrectNl2Swa,Test2LDNl2Swa,Test2FixOnsetNl2Swa,Test2WordOnsetNl2Swa,Test2RespOnsetNl2Swa,Test2LastKeyNl2Swa,Test2RespSubmNl2Swa,Test2BackspaceNl2Swa,PractLDRespB1,PractLDRespB2,PractLDRespB3,Test1Swa2NlLenient,Test2Swa2NlLenient,Test1Nl2SwaLenient,Test2Nl2SwaLenient,RepeatedTest,FirstTestSession
1,S65,basila,bus,context,4,baslia lijkt op busila dat weer op bus,TRUE,TRUE,TRUE,3,57,bus,0.016358034276,0.0497417123652,3.04875016652,3.36946189365,3.53191369832,0,Ik sta op straat bij de halte. Ik wacht op mijn basila.,16,bus,0.016013051928,0.049396336979,2.59855415757,2.96507963836,3.14836939637,0,103,bus,0.0163603925048,0.0496962069665,2.18237006044,2.51557847859,2.78216324545,0,17,...,FALSE,3,0.0162445573078,1.53243139904,4.49817197729,4.81470936491,5.0646289938,0,39,bassu,FALSE,3,0.0161231625725,1.53230749006,7.83027556164,9.7962703938,10.8792668795,1,45,,FALSE,3,0.0054817022833,1.53155666432,3.26301052229,,3.26301052229,0,19,,FALSE,6,0.00542108005357,1.5310691722,5.67941679739,,5.67941679739,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1
1,S66,baskeli,fiets,retrieval,3,baskeli baskeli baskeli baskeli baskelie,TRUE,TRUE,TRUE,3,47,fiets,0.0162221691426,0.0495617489687,1.91565637112,3.99828382977,5.08128448883,1,Beide banden zijn lek. Ik kan de baskeli niet gebruiken.,100,fiets,0.0162535851796,0.0496398495188,1.81572283087,3.29854813965,3.6651072207,1,83,fiets,0.0162392797965,0.0496245840432,1.86568675072,2.49879588527,2.63209125549,0,21,fiets,TRUE,0,0.0161875247941,1.53237178027,2.61538774081,3.11520438842,3.29848900394,0,40,...,FALSE,7,0.0161176630409,1.53230415974,3.03185814962,3.36506010814,3.58588738878,0,16,fiets,TRUE,0,0.00575268644479,1.53136501986,3.13215227075,3.89567947882,4.1623393476,0,31,baskette,FALSE,3,0.00534565147245,1.53159074687,2.88006548318,8.49879048874,8.90729520093,1,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,1
1,S67,bibi,oma,retrieval,3,bibi bibi bibi bibi bibi,TRUE,TRUE,TRUE,3,86,oma,0.0162974974246,0.0329752696098,1.48254149334,1.7990907021,1.93238200093,0,Dit is de moeder van de moeder van het meisje. Dit is haar bibi. ,49,oma,0.016171128209,0.0328502475231,1.40040372636,1.71565460161,1.83660491247,0,52,oma,0.0163590843786,0.0330390287727,1.19935519167,1.5203151718,1.65347717913,0,,,,,,,,,,,,,,,,,,,,,52,oma,TRUE,0,0.00551327054109,1.53138401668,3.82913051798,4.15136951763,4.31835331027,0,28,bibi,TRUE,0,0.0054596324394,1.53137088652,2.86325133502,3.49593593599,3.76234214125,0,0,0,0,,TRUE,,TRUE,FALSE,2
1,S68,bustani,tuin,retrieval,3,bustani bustani bustani bustani butsani,TRUE,TRUE,FALSE,2,80,tuin,0.0163421237394,0.0330203189642,2.36562483207,2.8487844785,3.28198599265,0,Hij maait het gras en geeft de bloemen water. Hij is in de bustani.,59,tuin,0.0163769241026,0.0330547982976,3.48196416487,4.03607610102,4.78154026156,0,40,bus,0.0162435522097,0.0329190561752,1.23256483793,1.51579200056,1.93233495938,0,4,tuin,TRUE,0,0.0163252921111,1.53251054069,3.04871370399,3.51522197179,3.74848058212,0,28,...,FALSE,7,0.0162168376273,1.54906513896,34.3216428948,34.6381820406,34.8880976491,0,49,,FALSE,4,0.00628739127433,1.53113398491,5.19646351701,,5.19646351701,0,15,,FALSE,7,0.00553534038545,1.53140608653,5.12775729876,,5.12775729876,0,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,1
1,S69,chakula,voedsel,context,3,chakula chakula chakula chakula chakula,TRUE,TRUE,TRUE,3,61,voedsel,0.016246387484,0.0495864653585,4.41486015782,5.38643838304,6.18636304009,0,Bedankt dat je op mijn vissen gaat letten! Het zal heel makkelijk zijn. Je hoeft hen alleen chakula te geven.,99,voedsel,0.0162259885119,0.0495621720102,3.79837192495,4.69805871868,5.087037947,0,47,voedsel,0.0161431595052,0.0495320130949,2.63200952459,3.61499835084,3.84826711715,0,,,,,,,,,,,,,,,,,,,,,27,voedsel,TRUE,0,0.00550433085755,1.531357477,3.19638864716,4.49518053272,5.21102067442,0,29,chakula,TRUE,0,0.00525150542899,1.53124628968,2.92980029585,6.33509622033,7.43442532501,0,0,0,0,,TRUE,,TRUE,FALSE,2
1,S71,chanjo,schaar,retrieval,4,cha van chango heeft ongeveer de zelfde klank als schaar,TRUE,TRUE,TRUE,3,44,schaar,0.0162704798131,0.0329456027412,3.06532285954,3.78173619883,4.45344767994,0,Ik wil graag iets uitknippen. Heb je een chanjo?,83,schaar,0.0162055055325,0.0328829956898,1.83233192642,2.66537942834,2.8205596791,0,99,schaar,0.0163658230294,0.0330444052925,1.13272055032,1.99909045241,2.18236873731,0,48,schaar,TRUE,0,0.016243609216,1.5324289928,2.99984454497,3.73173234513,4.05344643016,0,4,changa,FALSE,2,0.0160860039805,1.53227095853,4.38137216864,5.73090916389,6.03082413767,0,29,schaar,TRUE,0,0.00598986742716,1.54809032992,4.2952864121,5.70292481307,6.16968776758,0,21,shanga,FALSE,3,0.00534118163068,1.53620781412,2.91311465563,8.71793845307,9.15119686999,1,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,1
1,S45,chikiru,vogel,context,4,een vogel doet chirp chirp en dat lijkt een beetje op chikiru,TRUE,TRUE,TRUE,3,5,vogels,0.0163552800104,0.0496929216488,3.99972558914,6.11944216207,10.0297877551,0,In de winter zet ik altijd een huisje met voer in de tuin. Ik kijk graag naar de chikiru.,101,vogels,0.0161762227017,0.0495653073131,4.2315134933,5.05334110764,6.36938804351,0,8,volgels,0.0163857599564,0.0497280820473,2.44897974471,3.4153096646,5.24806338079,0,,,,,,,,,,,,,,,,,,,,,8,vogel,TRUE,0,0.00547304196516,1.53140580716,3.48186543262,6.30990139808,6.73458190915,1,22,chikiru,TRUE,0,0.00539845147887,1.53157398496,2.78299476609,4.36189739199,4.89469108504,0,1,1,2,,TRUE,,TRUE,FALSE,2
1,S73,chunga,pan,context,4,chunga chunga chunga chunga chunga,TRUE,TRUE,TRUE,3,25,pan,0.0162035913472,0.0495437142254,3.79835210504,4.06491152245,4.76469881155,0,Voor zo veel pasta moeten we 10 liter water koken. Heb je een grote chunga?,12,pan,0.016235466428,0.0495764083862,2.03229739841,2.29885975611,2.56972812405,0,28,pan,0.0162534081628,0.0495931920086,3.96501127342,4.29822239183,4.58148296869,0,,,,,,,,,,,,,,,,,,,,,43,,FALSE,3,0.00530290860979,1.53115577538,3.61237810951,,3.61237810951,0,50,,FALSE,6,0.0117045602165,1.53157510242,2.96314755088,,2.96314755088,0,0,0,0,,FALSE,,FALSE,FALSE,2
1,S74,degaga,bril,context,3,degaga degaga degaga degaga degaga,TRUE,TRUE,TRUE,3,103,bril,0.0164649616127,0.0331425807826,2.91557246467,3.44871286858,3.71531368999,0,Ik ben bijziend. Ik heb een degaga nodig.,20,bril,0.0160998593201,0.0327751832683,2.831896572,4.19809904124,4.46468877658,0,23,bril,0.0162668794646,0.032942245417,1.58246993609,2.13227952235,2.33674942878,0,19,bril,TRUE,0,0.0161876808097,1.5323731484,3.44844186438,4.24817198863,4.58139673735,0,9,adaga,FALSE,3,0.0161967026816,1.53238185525,4.73137158092,9.9962803331,10.6960681293,1,34,bril,TRUE,0,0.00746407713814,1.53081494994,4.16153840781,5.85981095363,7.59140980208,0,44,degaga,TRUE,0,0.00550963879505,1.53248639143,3.779164391,4.4119953793,4.77816035278,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,1
1,S76,dhoruba,storm,retrieval,3,dhoruba dhoruba dhoruba dhoruba dhoruba,TRUE,TRUE,TRUE,3,21,storm,0.0162156315109,0.0328925186095,4.29819754943,5.74770157115,7.66882808005,0,Daken vlogen van huizen en talloze bomen vielen om. De dhoruba was heftig.,71,storm,0.0163591983892,0.03303496638,1.71585365885,2.65373475369,2.93211717399,0,21,storm,0.0162799097252,0.0329553776864,2.19894571775,3.04866149295,3.34856598371,0,,,,,,,,,,,,,,,,,,,,,18,storm,TRUE,0,0.0056199880155,1.5480744061,4.36187951262,6.37650483511,6.87608704458,0,25,dchobura,FALSE,3,0.00576581660516,1.53141167383,3.74581434233,9.88292590259,10.1560145214,1,0,0,0,,TRUE,,FALSE,FALSE,2
1,S78,duka,winkel,context,3,in een winkel moet je betalen ook wel dokken genoemd. dit lijkt op duka,TRUE,TRUE,TRUE,3,67,winkel,0.0163607405384,0.0497045897773,2.84882501242,3.91511885649,4.55351962956,0,Ik koop hier bijna al mijn kleding. Dit is mijn favoriete duka.,82,winkel,0.0163096215965,0.0496506925665,2.53349102313,3.24862629288,3.76513231479,0,6,winkel,0.0162982654992,0.0496866210397,1.699137963,2.61548245997,2.88207838791,0,38,winkel,TRUE,0,0.0163580432773,1.53254384991,2.91546156795,4.04840247757,4.48161181047,0,18,...,FALSE,4,0.0162440112545,1.53242783769,5.99767222898,6.28088745645,6.48082673292,0,41,,FALSE,6,0.0054199625929,1.53137451827,5.07781771147,,5.07781771147,0,4,,FALSE,4,0.0067519754607,1.5313870897,2.74686726944,,2.74686726944,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,1
1,S79,dunia,aarde,context,4,dunia dunia dunia dunia dunia,TRUE,TRUE,TRUE,3,46,aarde,0.0162466425081,0.0495902307221,4.79806533698,5.59778457618,6.78074985549,0,Onze planeet is de enige waarop leven bestaat. Dat maakt de dunia speciaal.,44,aarde,0.0163635398094,0.0497005483867,1.71728781849,2.5322420984,2.6705524324,0,57,aarde,0.0162510469345,0.0495930509951,2.6487754903,3.39851284391,3.89836052952,0,,,,,,,,,,,,,,,,,,,,,33,aarde,TRUE,0,0.00526714987518,1.53130048651,3.04642629161,3.89556633594,4.0620654301,0,12,dunia,TRUE,0,0.00538001338191,1.53136055001,3.69587252011,4.51171643323,4.81144586812,0,0,0,0,,TRUE,,TRUE,FALSE,2
1,S81,farasi,paard,retrieval,4,farasi farasi farasi farasi farasi,TRUE,TRUE,TRUE,3,93,paard,0.0163646919209,0.0330412489875,3.03209906691,3.68186885999,3.83182288155,0,Het dier hinnikt. Wat een mooi farasi. ,55,paard,0.0163433328553,0.0330187918162,1.61587502725,2.34895227739,2.48224437129,0,82,paard,0.0161600541387,0.0328371362566,1.71566143627,2.38210356201,2.51538428781,0,,,,,,,,,,,,,,,,,,,,,32,paard,TRUE,0,0.0118822364293,1.54808558071,3.46279541115,4.1787400354,4.31905982464,0,9,farisa,FALSE,2,0.00530486416574,1.53088088011,3.79521587241,7.64135441795,7.79117932586,1,0,0,0,,TRUE,,TRUE,FALSE,2
1,S82,fasihi,boek,retrieval,3,fasihi fasihi fasihi fasihi fasihi,FALSE,FALSE,FALSE,0,102,,0.0163641128647,0.0497029726212,4.31629738708,,4.31629738708,0,"Ik heb niets meer om te lezen, dus ik ga naar de bibliotheek. Ik zal een fasihi lenen.",42,,0.0163748028981,0.0497130805979,1.04942283821,,1.04942283821,0,98,,0.0162145544073,0.0495547012879,4.79803906344,,4.79803906344,0,44,...,FALSE,4,0.0163230058906,1.53250897153,3.13202985589,3.43190985229,3.71515044121,0,6,kaptutula,FALSE,8,0.0162097539433,1.5490210377,4.61471750236,7.3526554647,7.91937682476,0,20,,FALSE,4,0.00550097847599,1.53152761035,3.82909643544,,3.82909643544,0,35,,FALSE,6,0.00552221022463,1.53137787065,2.58036342608,,2.58036342608,0,4,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,1
1,S83,flava,muziek,context,3,flava flava flava flava flava,TRUE,TRUE,TRUE,3,14,muziek,0.0163500475046,0.0497517543363,2.91545672548,3.66518562428,4.19836076554,0,Voor mij klinken zelfs jazz en rock hetzelfde. Flava interesseert me niet.,65,muziek,0.0160415696846,0.0493805194501,1.54893128102,2.22042399599,2.92050598558,0,86,muziek,0.0162379266667,0.0496231199013,2.14893086198,2.83201943988,3.44850428541,0,14,geluid,FALSE,6,0.0161664117531,1.53235219138,8.59673044728,9.92960196852,11.7956798851,0,15,flava,TRUE,0,0.0161091962218,1.53229356271,3.11514394158,5.3854562531,7.6020124282,0,30,geur,FALSE,6,0.00541884513268,1.5314703405,6.09325598645,6.73266239145,7.18631502048,0,8,wimbo,FALSE,5,0.00535207687017,1.54887618398,6.39271751019,7.26670512593,8.80696289612,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,1
1,S84,fumbo,puzzel,retrieval,3,fumbo fumbo fumbo fumbo fumbo,TRUE,TRUE,TRUE,3,24,puzzel,0.0161226105192,0.0495166576102,3.44838372176,4.54800589457,4.83126326712,0,Eindelijk heb ik de oplossing gevonden voor de sudoku. Het was een moeilijke fumbo. ,102,puzzel,0.0162954722291,0.0496831737064,2.68214359988,5.18130108611,5.63116682913,1,97,puzzel,0.0162652533081,0.0496517666706,2.98201331729,3.88675678782,4.13162507442,0,34,puzzel,TRUE,0,0.0162695617246,1.53245208004,2.99867310873,4.44817931767,4.714768948,0,21,fumbuli,FALSE,3,0.0162811158407,1.53246815859,9.58103925713,13.6451622584,13.9950565495,1,14,,FALSE,6,0.00571161977268,1.53100771187,2.99627299,,2.99627299,0,45,fumbrio,FALSE,2,0.00529424829119,1.53112951506,8.47406108877,10.7474670663,11.0548002609,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,1
1,S60,funguo,sleutel,retrieval,3,funguo funguo funguo funguo funguo,TRUE,TRUE,TRUE,3,62,sleutel,0.0162631081002,0.0329410933055,3.19860666964,4.24824338953,4.98677725213,0,Ik wil de deur op slot zetten. Waar is de funguo?,2,sleutel,0.0162939270795,0.0329749575794,1.88369877588,2.82068051278,3.54852303689,0,81,sleutel,0.0162500238357,0.0329278560257,1.46582838074,2.35410746572,2.73209009404,0,40,sleutel,TRUE,0,0.0162614159372,1.53244878272,2.9486855616,3.81504948112,4.21493411863,0,5,fumbu,FALSE,3,0.0161592710629,1.53234139634,4.31479889523,5.18116740518,7.23051165346,0,5,sleutel,TRUE,0,0.00626811508164,1.54811519341,3.19638473605,4.75386117509,4.76144677606,0,25,fungo,FALSE,1,0.00526742924058,1.53135468335,4.39499768825,11.3712583583,11.8797070577,1,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,1
1,S87,godoro,matras,retrieval,3,godoro godoro godoro godoro godoro,FALSE,FALSE,FALSE,0,74,,0.0162892346261,0.0496777941862,8.38027171193,,8.38027171193,0,Ik heb slecht geslapen in het hotelbed en kreeg last van mijn rug. De godoro was te hard. ,90,,0.0162363245108,0.0329142977153,6.24758245797,,6.24758245797,0,41,,0.0162944551303,0.0329685549605,3.19864235509,,3.19864235509,0,,,,,,,,,,,,,,,,,,,,,19,,FALSE,6,0.0111354934775,1.53102363569,3.84540046291,,3.84540046291,0,5,,FALSE,6,0.00576078803306,1.53141446748,2.81346204615,,2.81346204615,0,6,6,6,,FALSE,,FALSE,FALSE,2
1,S88,goti,knie,retrieval,4,goti goti goti goti goti,TRUE,TRUE,TRUE,3,34,knie,0.0163767320846,0.0330527040951,1.59924282047,2.0990637795,2.26569262695,0,Ik werd aan de meniscus geopereerd. Ik heb last van mijn goti.,4,knie,0.0163137319942,0.0329920892354,1.36593292018,1.93239080078,2.24896521497,0,11,knie,0.0162475185934,0.0329253927885,2.11561334929,2.64879716439,2.79871300726,0,,,,,,,,,,,,,,,,,,,,,16,knie,TRUE,0,0.0112385792049,1.54804674896,2.96327605883,3.5380066461,4.39516446923,0,17,,FALSE,4,0.00567418484752,1.53169439133,4.27042459307,,4.27042459307,0,0,0,0,,TRUE,,FALSE,FALSE,2
1,S105,hadithi,verhaal,retrieval,4,hditihi hadithi hadihti hadithi hadithi,TRUE,FALSE,FALSE,1,20,verhaal,0.0162570625162,0.0329323774631,4.1649476246,5.29788839321,5.96979692437,0,De kinderen vragen de grootvader vaak om te vertellen hoe hij zijn eerste huisdier kreeg. Ze vinden dit een bijzonder leuk hadithi.,103,,0.0160874951243,0.0327656633472,2.83189070944,,2.83189070944,0,102,,0.0161616622945,0.0328372952727,9.4464548303,,9.4464548303,0,,,,,,,,,,,,,,,,,,,,,1,strijd,FALSE,6,0.0225858314393,1.55440146723,6.69924976498,8.10521057844,8.43852863981,0,26,,FALSE,7,0.00551913720892,1.53075348962,3.76423707482,,3.76423707482,0,0,7,7,,FALSE,,FALSE,FALSE,2
